user_id,age,gender,occupation,income,interests,city
130,62,Female,Lawyer,66703,Travel,Parma
131,25,Female,Lawyer,82699,Fashion,Bari
132,68,Male,Lawyer,99367,Finance,Trieste
133,39,Other,Unemployed,128481,Travel,Brescia
134,49,Male,Unemployed,27276,Politics,Catania
135,37,Male,Engineer,81133,Politics,Bologna
136,38,Male,Doctor,128257,Technology,Reggio Calabria
137,67,Male,Doctor,115288,Sports,Milan
138,56,Male,Unemployed,24685,Travel,Brescia
139,52,Male,Lawyer,76999,Travel,Genoa
140,58,Female,Artist,85272,Politics,Parma
141,19,Male,Teacher,46675,Sports,Catania
142,30,Female,Doctor,40035,Finance,Brescia
143,21,Male,Doctor,139277,Technology,Reggio Calabria
144,29,Other,Unemployed,135887,Fashion,Taranto
145,46,Male,Engineer,89822,Technology,Bari
146,35,Male,Artist,47791,Finance,Verona
147,45,Other,Lawyer,69959,Sports,Florence
148,27,Other,Doctor,45350,Technology,Milan
149,40,Male,Teacher,98056,Sports,Venice
150,47,Male,Lawyer,72307,Sports,Genoa
151,55,Male,Unemployed,140136,Sports,Modena
152,40,Male,Doctor,26261,Politics,Bari
153,47,Female,Teacher,36470,Sports,Padua
154,35,Other,Doctor,36477,Fashion,Modena
155,24,Other,Artist,125352,Fashion,Genoa
156,52,Male,Unemployed,123198,Sports,Taranto
157,20,Other,Lawyer,126639,Sports,Brescia
158,44,Female,Doctor,145252,Finance,Trieste
159,32,Female,Engineer,31729,Travel,Palermo
160,32,Other,Doctor,46022,Fashion,Bari
161,64,Male,Lawyer,137321,Travel,Taranto
162,54,Male,Doctor,114931,Finance,Venice
163,60,Other,Artist,109336,Politics,Messina
164,60,Male,Artist,54195,Sports,Verona
165,42,Female,Lawyer,116349,Technology,Venice
166,19,Female,Unemployed,124899,Finance,Florence
167,55,Female,Teacher,98069,Finance,Bari
168,66,Other,Lawyer,109877,Finance,Rome
169,35,Female,Artist,69562,Finance,Catania
170,19,Male,Lawyer,52978,Politics,Reggio Calabria
171,66,Other,Lawyer,51379,Finance,Modena
172,32,Other,Lawyer,28227,Technology,Padua
173,48,Female,Lawyer,111912,Fashion,Taranto
174,41,Other,Teacher,90508,Technology,Taranto
175,59,Female,Artist,86875,Finance,Verona
176,66,Female,Engineer,36597,Finance,Bologna
177,52,Male,Lawyer,77224,Politics,Rome
178,49,Other,Unemployed,119082,Technology,Taranto
179,33,Other,Doctor,28428,Travel,Milan
180,35,Other,Doctor,95774,Finance,Catania
181,22,Other,Engineer,129584,Finance,Turin
182,34,Female,Doctor,102410,Finance,Naples
183,64,Female,Unemployed,68606,Politics,Brescia
184,35,Other,Artist,105908,Travel,Catania
185,33,Male,Artist,136574,Fashion,Taranto
186,50,Other,Engineer,88497,Technology,Taranto
187,24,Male,Teacher,116004,Finance,Venice
188,25,Male,Teacher,134625,Travel,Reggio Calabria
189,49,Other,Unemployed,113100,Fashion,Turin
190,38,Other,Lawyer,69828,Finance,Turin
191,40,Male,Doctor,141306,Fashion,Florence
192,38,Female,Unemployed,31775,Politics,Messina
193,59,Male,Doctor,115884,Travel,Parma
194,31,Female,Teacher,75132,Travel,Verona
195,59,Other,Unemployed,111648,Fashion,Rome
196,65,Other,Lawyer,69382,Finance,Reggio Calabria
197,47,Female,Teacher,116099,Politics,Venice
198,54,Female,Lawyer,103776,Sports,Genoa
199,49,Female,Artist,32239,Technology,Trieste
200,33,Female,Teacher,60122,Fashion,Catania
201,30,Female,Doctor,78915,Fashion,Naples
202,63,Male,Artist,99882,Sports,Reggio Calabria
203,29,Other,Lawyer,114774,Travel,Genoa
204,22,Male,Lawyer,62440,Sports,Parma
205,18,Female,Teacher,143734,Sports,Genoa
206,46,Other,Unemployed,72077,Travel,Padua
207,34,Female,Doctor,117097,Sports,Venice
208,39,Female,Artist,106147,Technology,Modena
209,34,Female,Artist,135673,Sports,Parma
210,60,Male,Artist,127814,Technology,Genoa
211,30,Female,Artist,91901,Politics,Palermo
212,58,Other,Lawyer,58203,Travel,Palermo
213,62,Male,Lawyer,76048,Fashion,Bari
214,62,Other,Lawyer,115489,Fashion,Verona
215,28,Female,Engineer,120442,Finance,Messina
216,38,Other,Teacher,92087,Technology,Bari
217,59,Other,Teacher,99327,Sports,Brescia
218,52,Male,Unemployed,35900,Travel,Catania
219,49,Female,Unemployed,81524,Travel,Catania
220,56,Male,Doctor,115390,Fashion,Bologna
221,55,Other,Doctor,70666,Fashion,Turin
222,69,Other,Doctor,74087,Finance,Turin
223,30,Male,Unemployed,128729,Travel,Messina
224,56,Female,Teacher,59299,Travel,Bologna
225,42,Female,Doctor,127372,Politics,Palermo
226,18,Other,Unemployed,106446,Travel,Parma
227,28,Other,Engineer,80637,Technology,Parma
228,68,Male,Engineer,60719,Travel,Messina
229,39,Male,Engineer,104068,Finance,Taranto
230,23,Other,Doctor,20917,Travel,Catania
231,50,Female,Lawyer,66298,Sports,Bologna
232,30,Other,Artist,84927,Finance,Genoa
233,36,Male,Teacher,91820,Sports,Venice
234,43,Male,Doctor,34809,Fashion,Verona
235,33,Female,Unemployed,52609,Fashion,Brescia
236,36,Female,Doctor,127729,Technology,Verona
237,61,Female,Engineer,116016,Technology,Reggio Calabria
238,52,Female,Lawyer,114001,Politics,Brescia
239,31,Male,Doctor,35169,Fashion,Rome
240,35,Female,Engineer,37367,Travel,Milan
241,48,Male,Doctor,95961,Technology,Turin
242,30,Male,Doctor,36094,Sports,Padua
243,37,Male,Engineer,95284,Finance,Turin
244,31,Male,Artist,57726,Sports,Rome
245,22,Other,Teacher,110841,Technology,Genoa
246,27,Male,Lawyer,118560,Fashion,Padua
247,60,Other,Teacher,35076,Politics,Rome
248,57,Male,Lawyer,58859,Finance,Trieste
249,30,Other,Unemployed,130884,Fashion,Reggio Calabria
250,68,Female,Unemployed,107450,Technology,Rome
251,52,Other,Doctor,43124,Fashion,Modena
252,37,Male,Unemployed,116998,Travel,Reggio Calabria
253,19,Other,Artist,33633,Travel,Parma
254,54,Female,Artist,79714,Finance,Turin
255,61,Other,Lawyer,90421,Technology,Parma
256,66,Male,Doctor,66407,Sports,Bari
257,27,Male,Engineer,106356,Finance,Rome
258,20,Female,Unemployed,45959,Politics,Bari
259,46,Female,Engineer,73910,Fashion,Venice
260,20,Female,Unemployed,106131,Politics,Milan
261,49,Female,Engineer,65911,Technology,Taranto
262,33,Other,Unemployed,71757,Finance,Turin
263,65,Female,Doctor,143817,Fashion,Catania
264,45,Male,Lawyer,142124,Sports,Genoa
265,54,Other,Teacher,81111,Technology,Padua
266,18,Female,Unemployed,75804,Technology,Reggio Calabria
267,29,Male,Doctor,34035,Politics,Florence
268,37,Female,Engineer,107897,Fashion,Turin
269,29,Female,Doctor,81633,Fashion,Messina
270,57,Female,Engineer,134056,Fashion,Naples
271,56,Female,Doctor,141705,Fashion,Florence
272,21,Male,Lawyer,25780,Finance,Taranto
273,50,Male,Artist,75201,Finance,Trieste
274,59,Male,Unemployed,59802,Politics,Trieste
275,63,Male,Teacher,103721,Politics,Florence
276,66,Male,Artist,94118,Finance,Verona
277,66,Male,Artist,20057,Technology,Reggio Calabria
278,67,Male,Doctor,65534,Finance,Venice
279,59,Female,Unemployed,40312,Fashion,Reggio Calabria
280,44,Female,Lawyer,82750,Fashion,Trieste
281,22,Other,Artist,47515,Technology,Verona
282,31,Other,Unemployed,28422,Sports,Trieste
283,39,Female,Unemployed,65325,Politics,Reggio Calabria
284,50,Male,Engineer,148257,Politics,Taranto
285,18,Other,Doctor,72957,Travel,Catania
286,48,Male,Doctor,82247,Travel,Rome
287,52,Other,Teacher,50772,Finance,Turin
288,49,Other,Teacher,124942,Politics,Genoa
289,49,Other,Artist,88384,Technology,Verona
290,31,Other,Doctor,34772,Fashion,Naples
291,28,Male,Lawyer,102474,Travel,Parma
292,37,Male,Engineer,67618,Technology,Catania
293,19,Male,Teacher,30452,Politics,Verona
294,42,Male,Doctor,149058,Travel,Palermo
295,65,Male,Unemployed,125739,Fashion,Palermo
296,59,Male,Teacher,76411,Finance,Reggio Calabria
297,30,Male,Doctor,34686,Fashion,Bari
298,51,Other,Engineer,63239,Politics,Padua
299,33,Female,Artist,114437,Finance,Brescia
300,24,Male,Lawyer,63389,Politics,Messina
301,18,Female,Doctor,67009,Travel,Palermo
302,50,Male,Artist,34191,Technology,Brescia
303,50,Female,Artist,127663,Technology,Florence
304,29,Female,Lawyer,54742,Finance,Bologna
305,20,Male,Artist,118021,Travel,Bologna
306,68,Other,Artist,35472,Sports,Catania
307,30,Male,Lawyer,114968,Fashion,Bologna
308,18,Female,Artist,133068,Fashion,Padua
309,26,Other,Engineer,89283,Technology,Modena
310,44,Other,Doctor,60169,Finance,Rome
311,21,Male,Teacher,139767,Sports,Padua
312,61,Male,Doctor,109944,Sports,Turin
313,28,Male,Unemployed,63311,Sports,Modena
314,18,Female,Lawyer,52701,Technology,Naples
315,51,Other,Doctor,29335,Travel,Florence
316,59,Female,Teacher,36938,Finance,Messina
317,43,Female,Teacher,57313,Sports,Bologna
318,54,Other,Unemployed,46776,Fashion,Padua
319,38,Male,Lawyer,65914,Sports,Padua
320,31,Female,Artist,129078,Travel,Milan
321,28,Male,Doctor,132152,Technology,Palermo
322,33,Male,Artist,105830,Fashion,Turin
323,69,Other,Artist,62102,Fashion,Palermo
324,29,Male,Artist,37569,Technology,Reggio Calabria
325,38,Female,Doctor,72271,Fashion,Padua
326,62,Female,Lawyer,112444,Travel,Parma
327,27,Male,Artist,47806,Fashion,Naples
328,22,Other,Lawyer,26333,Politics,Parma
329,42,Other,Unemployed,55791,Technology,Trieste
330,39,Female,Lawyer,84773,Fashion,Bari
331,48,Male,Lawyer,97630,Politics,Padua
332,32,Other,Unemployed,48131,Finance,Turin
333,23,Female,Artist,103124,Technology,Bologna
334,50,Female,Teacher,50813,Politics,Bari
335,22,Female,Lawyer,29976,Travel,Genoa
336,63,Male,Engineer,84327,Technology,Catania
337,57,Other,Unemployed,33746,Finance,Venice
338,39,Female,Engineer,146369,Sports,Padua
339,27,Female,Artist,54971,Sports,Rome
340,47,Other,Engineer,47881,Politics,Rome
341,67,Male,Unemployed,97092,Travel,Turin
342,54,Female,Lawyer,54910,Travel,Brescia
343,38,Female,Unemployed,68759,Finance,Padua
344,39,Male,Unemployed,66067,Technology,Florence
345,25,Female,Doctor,45100,Technology,Bologna
346,34,Male,Artist,90399,Sports,Padua
347,60,Male,Unemployed,93276,Finance,Bari
348,64,Male,Engineer,134514,Sports,Venice
349,45,Male,Artist,137738,Fashion,Florence
350,60,Male,Teacher,136951,Finance,Bologna
351,56,Other,Teacher,143704,Technology,Palermo
352,50,Male,Engineer,65542,Finance,Modena
353,56,Other,Engineer,37587,Travel,Bologna
354,38,Male,Teacher,95900,Politics,Florence
355,43,Male,Lawyer,103236,Finance,Messina
356,62,Female,Engineer,95235,Travel,Bari
357,42,Male,Doctor,125158,Fashion,Reggio Calabria
358,45,Male,Teacher,119815,Sports,Bari
359,20,Female,Teacher,21315,Travel,Reggio Calabria
360,59,Female,Doctor,94448,Sports,Catania
361,18,Other,Engineer,93191,Sports,Catania
362,69,Male,Unemployed,28847,Fashion,Messina
363,22,Other,Unemployed,39129,Fashion,Brescia
364,61,Other,Artist,125205,Sports,Turin
365,65,Other,Artist,30798,Sports,Naples
366,19,Female,Artist,25267,Sports,Florence
367,24,Male,Doctor,29360,Fashion,Verona
368,23,Female,Artist,134715,Finance,Turin
369,37,Male,Teacher,75245,Finance,Rome
370,52,Other,Lawyer,120579,Fashion,Palermo
371,60,Female,Artist,58258,Sports,Modena
372,27,Other,Artist,91269,Fashion,Bologna
373,60,Female,Engineer,81129,Fashion,Bari
374,28,Other,Artist,98906,Sports,Florence
375,39,Other,Engineer,59849,Fashion,Genoa
376,37,Male,Teacher,135247,Travel,Brescia
377,56,Female,Lawyer,131738,Fashion,Brescia
378,34,Male,Artist,49408,Fashion,Venice
379,26,Female,Lawyer,36825,Travel,Bari
380,26,Male,Lawyer,24867,Travel,Messina
381,21,Other,Unemployed,43831,Politics,Padua
382,26,Male,Lawyer,30964,Travel,Taranto
383,22,Male,Teacher,69968,Technology,Palermo
384,48,Male,Unemployed,48160,Sports,Modena
385,49,Other,Teacher,109460,Technology,Naples
386,27,Male,Engineer,47233,Finance,Bologna
387,61,Male,Unemployed,131082,Sports,Turin
388,59,Female,Unemployed,135324,Politics,Palermo
389,66,Male,Teacher,103350,Technology,Turin
390,51,Female,Lawyer,115476,Sports,Verona
391,68,Female,Lawyer,119178,Sports,Bari
392,42,Other,Lawyer,143964,Travel,Catania
393,51,Male,Unemployed,50082,Travel,Naples
394,32,Other,Artist,106363,Travel,Florence
395,37,Female,Artist,139806,Travel,Padua
396,41,Female,Teacher,104070,Sports,Turin
397,42,Male,Teacher,55359,Travel,Messina
398,36,Other,Engineer,48037,Sports,Rome
399,47,Other,Unemployed,95591,Fashion,Trieste
400,61,Male,Artist,38592,Fashion,Florence
401,65,Other,Doctor,110178,Politics,Trieste
402,48,Male,Doctor,126405,Finance,Brescia
403,61,Other,Engineer,47073,Travel,Taranto
404,42,Other,Doctor,72830,Politics,Genoa
405,29,Female,Artist,110867,Fashion,Turin
406,42,Male,Engineer,97835,Sports,Catania
407,23,Other,Doctor,111304,Sports,Trieste
408,27,Female,Unemployed,91795,Sports,Florence
409,49,Female,Lawyer,50542,Fashion,Verona
410,41,Other,Doctor,68128,Politics,Parma
411,54,Female,Unemployed,90772,Fashion,Bari
412,58,Other,Doctor,135443,Finance,Bologna
413,45,Male,Teacher,53533,Finance,Taranto
414,33,Female,Artist,92907,Finance,Venice
415,50,Other,Unemployed,48809,Technology,Genoa
416,59,Other,Engineer,87954,Sports,Taranto
417,45,Male,Artist,21706,Technology,Catania
418,32,Other,Teacher,128146,Technology,Trieste
419,27,Other,Teacher,85608,Politics,Venice
420,39,Female,Lawyer,122376,Fashion,Modena
421,58,Other,Lawyer,118257,Travel,Taranto
422,30,Male,Teacher,136237,Sports,Bari
423,51,Other,Unemployed,53077,Sports,Genoa
424,34,Male,Teacher,118173,Politics,Catania
425,39,Female,Lawyer,80294,Sports,Padua
426,36,Male,Teacher,147794,Technology,Catania
427,37,Female,Teacher,80422,Sports,Verona
428,24,Female,Unemployed,119042,Fashion,Modena
429,40,Other,Artist,137556,Fashion,Trieste
430,52,Other,Lawyer,29016,Politics,Catania
431,51,Other,Artist,147301,Technology,Taranto
432,60,Male,Artist,69645,Technology,Milan
433,34,Other,Engineer,68766,Sports,Turin
434,66,Male,Lawyer,62527,Sports,Bari
435,38,Female,Lawyer,61203,Politics,Modena
436,67,Male,Doctor,37981,Sports,Bari
437,65,Male,Doctor,121670,Finance,Verona
438,42,Male,Artist,113197,Technology,Trieste
439,48,Female,Artist,54151,Politics,Parma
440,48,Male,Unemployed,140325,Travel,Taranto
441,56,Female,Artist,85416,Politics,Genoa
442,63,Female,Teacher,112335,Travel,Padua
443,38,Male,Unemployed,40314,Travel,Naples
444,25,Other,Engineer,145975,Sports,Palermo
445,49,Other,Unemployed,135615,Travel,Naples
446,56,Other,Artist,139438,Sports,Palermo
447,48,Female,Doctor,137118,Technology,Verona
448,51,Female,Unemployed,99757,Finance,Venice
449,39,Other,Lawyer,104171,Finance,Modena
450,26,Female,Unemployed,140058,Finance,Bologna
451,18,Female,Unemployed,23146,Travel,Messina
452,67,Female,Unemployed,48974,Technology,Palermo
453,63,Female,Artist,49990,Fashion,Bologna
454,69,Male,Artist,71423,Travel,Reggio Calabria
455,55,Male,Artist,107671,Fashion,Verona
456,53,Other,Lawyer,143808,Fashion,Taranto
457,40,Male,Teacher,46467,Sports,Reggio Calabria
458,66,Other,Teacher,45606,Finance,Taranto
459,19,Female,Unemployed,66054,Finance,Rome
460,52,Male,Teacher,56631,Sports,Verona
461,68,Female,Unemployed,81005,Finance,Turin
462,69,Male,Unemployed,74183,Technology,Trieste
463,31,Male,Artist,134136,Fashion,Modena
464,29,Male,Teacher,21961,Finance,Venice
465,52,Male,Lawyer,111685,Finance,Bologna
466,34,Female,Doctor,109641,Politics,Trieste
467,49,Male,Teacher,104873,Politics,Padua
468,69,Male,Engineer,145594,Travel,Naples
469,26,Other,Engineer,47218,Politics,Brescia
470,53,Female,Engineer,122228,Fashion,Naples
471,56,Female,Lawyer,82158,Technology,Brescia
472,23,Other,Unemployed,57616,Technology,Messina
473,26,Female,Lawyer,86233,Technology,Modena
474,25,Male,Lawyer,94752,Sports,Verona
475,24,Other,Doctor,92582,Finance,Taranto
476,60,Female,Unemployed,36754,Travel,Brescia
477,19,Male,Artist,104918,Fashion,Venice
478,38,Other,Teacher,144358,Travel,Taranto
479,39,Female,Artist,28223,Sports,Bari
480,39,Other,Artist,115160,Finance,Bologna
481,41,Other,Artist,146859,Finance,Verona
482,66,Female,Unemployed,32003,Politics,Verona
483,59,Male,Lawyer,129710,Travel,Verona
484,65,Other,Doctor,100843,Finance,Reggio Calabria
485,26,Female,Teacher,131290,Fashion,Bari
486,63,Female,Engineer,118129,Politics,Catania
487,36,Female,Teacher,113034,Technology,Turin
488,39,Female,Doctor,125363,Finance,Turin
489,46,Male,Engineer,130991,Finance,Genoa
490,50,Male,Teacher,64308,Travel,Parma
491,52,Other,Doctor,81359,Travel,Modena
492,36,Female,Lawyer,126461,Finance,Parma
493,21,Other,Teacher,31350,Politics,Brescia
494,27,Male,Artist,53972,Finance,Verona
495,54,Other,Teacher,51870,Politics,Reggio Calabria
496,60,Male,Unemployed,119936,Travel,Brescia
497,56,Female,Engineer,57793,Travel,Naples
498,38,Male,Engineer,95864,Fashion,Naples
499,59,Female,Doctor,68893,Sports,Brescia
500,38,Male,Teacher,130729,Finance,Padua
501,66,Male,Unemployed,35895,Sports,Naples
502,65,Female,Doctor,108360,Politics,Modena
503,38,Female,Engineer,88547,Fashion,Bari
504,39,Female,Teacher,142528,Fashion,Milan
505,63,Other,Teacher,140597,Sports,Palermo
506,23,Female,Doctor,118327,Technology,Trieste
507,59,Male,Unemployed,28432,Politics,Reggio Calabria
508,20,Male,Engineer,90782,Finance,Turin
509,59,Male,Artist,102202,Sports,Venice
510,37,Other,Doctor,147039,Finance,Reggio Calabria
511,48,Male,Doctor,114071,Technology,Verona
512,31,Female,Engineer,126835,Fashion,Naples
513,55,Male,Doctor,70338,Politics,Trieste
514,36,Other,Unemployed,29649,Sports,Parma
515,19,Female,Unemployed,129219,Sports,Bologna
516,41,Other,Doctor,119449,Fashion,Florence
517,33,Female,Engineer,99281,Travel,Milan
518,18,Other,Doctor,95345,Politics,Milan
519,57,Male,Engineer,61085,Sports,Parma
520,24,Other,Lawyer,130901,Technology,Parma
521,68,Male,Doctor,79273,Politics,Catania
522,66,Female,Lawyer,109388,Technology,Rome
523,33,Male,Engineer,144044,Sports,Taranto
524,33,Other,Unemployed,57269,Sports,Palermo
525,32,Male,Doctor,147616,Travel,Taranto
526,63,Other,Engineer,53064,Finance,Padua
527,48,Male,Teacher,48783,Fashion,Naples
528,29,Other,Artist,69548,Finance,Bologna
529,68,Male,Teacher,129450,Technology,Verona
530,52,Male,Engineer,125859,Travel,Taranto
531,31,Female,Engineer,84298,Politics,Bari
532,48,Other,Engineer,30161,Sports,Verona
533,25,Other,Engineer,131345,Technology,Bologna
534,47,Female,Lawyer,131386,Finance,Rome
535,42,Other,Teacher,79613,Travel,Genoa
536,40,Other,Doctor,104408,Sports,Naples
537,52,Male,Engineer,102773,Sports,Turin
538,64,Female,Teacher,53260,Fashion,Modena
539,36,Other,Lawyer,51356,Politics,Modena
540,62,Other,Engineer,131658,Fashion,Trieste
541,45,Female,Engineer,29497,Fashion,Turin
542,25,Male,Lawyer,21178,Politics,Bologna
543,18,Male,Lawyer,141167,Politics,Padua
544,23,Male,Teacher,46205,Fashion,Genoa
545,51,Other,Engineer,107760,Travel,Turin
546,68,Other,Artist,134495,Finance,Rome
547,41,Male,Teacher,35176,Technology,Florence
548,40,Male,Engineer,45911,Travel,Turin
549,38,Female,Engineer,141523,Finance,Turin
550,69,Female,Doctor,63581,Sports,Modena
551,34,Other,Doctor,111084,Politics,Trieste
552,63,Female,Engineer,54128,Politics,Messina
553,55,Male,Engineer,136313,Travel,Genoa
554,48,Other,Unemployed,31013,Sports,Palermo
555,31,Female,Engineer,89921,Sports,Messina
556,33,Female,Teacher,46101,Finance,Palermo
557,38,Male,Unemployed,142246,Politics,Palermo
558,44,Other,Unemployed,131293,Sports,Padua
559,48,Other,Lawyer,144069,Travel,Parma
560,37,Female,Artist,116065,Finance,Messina
561,41,Female,Lawyer,145277,Finance,Taranto
562,39,Female,Teacher,45243,Finance,Messina
563,34,Male,Unemployed,41854,Sports,Rome
564,45,Male,Artist,44117,Politics,Modena
565,26,Female,Doctor,130476,Finance,Palermo
566,53,Female,Artist,71180,Technology,Rome
567,29,Other,Lawyer,73232,Fashion,Parma
568,20,Other,Teacher,88659,Technology,Milan
569,69,Other,Doctor,129298,Travel,Brescia
570,67,Male,Teacher,118957,Finance,Florence
571,63,Other,Teacher,72361,Fashion,Palermo
572,29,Male,Teacher,67824,Sports,Brescia
573,57,Male,Engineer,77993,Travel,Palermo
574,39,Male,Engineer,112261,Fashion,Palermo
575,30,Female,Doctor,102363,Politics,Catania
576,60,Female,Lawyer,75741,Fashion,Parma
577,30,Male,Doctor,53108,Sports,Turin
578,23,Male,Lawyer,142522,Politics,Brescia
579,51,Other,Doctor,67820,Finance,Catania
580,59,Female,Lawyer,77735,Finance,Catania
581,18,Male,Teacher,116084,Technology,Turin
582,43,Male,Unemployed,88283,Technology,Bologna
583,26,Female,Unemployed,79463,Fashion,Genoa
584,48,Other,Doctor,36252,Sports,Messina
